,num_game,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
89286594,5,95.6,0.3,6.0,11.3,30.0,48.0
192264666,1,403.0,403.0,403.0,403.0,403.0,403.0
112088340,1,159.0,159.0,159.0,159.0,159.0,159.0
138570935,9,59.199999999999996,0.1,0.3,0.6,4.9,46.0
178007464,1,12.1,12.1,12.1,12.1,12.1,12.1
194680258,1,31.0,31.0,31.0,31.0,31.0,31.0
75034989,1,1761.0,1761.0,1761.0,1761.0,1761.0,1761.0
248878320,1,9.8,9.8,9.8,9.8,9.8,9.8
195171884,4,343.1,0.2,1.0250000000000001,3.4499999999999997,88.2,336.0
37179655,1,239.0,239.0,239.0,239.0,239.0,239.0
135177440,4,271.7,1.1,2.3000000000000003,8.8,74.425,253.0
139396034,1,10.8,10.8,10.8,10.8,10.8,10.8
300089223,1,65.0,65.0,65.0,65.0,65.0,65.0
90650405,1,179.0,179.0,179.0,179.0,179.0,179.0
55623839,4,349.29999999999995,7.9,14.274999999999999,22.7,95.75,296.0
136913396,2,173.5,13.5,50.125,86.75,123.375,160.0
60594845,1,19.7,19.7,19.7,19.7,19.7,19.7
141566602,1,35.0,35.0,35.0,35.0,35.0,35.0
12070928,1,34.0,34.0,34.0,34.0,34.0,34.0
299833904,1,14.1,14.1,14.1,14.1,14.1,14.1
74565055,1,52.0,52.0,52.0,52.0,52.0,52.0
80022321,4,68.4,1.9,2.9499999999999997,5.75,19.9,55.0
58029555,5,184.2,7.4,7.6,11.2,68.0,90.0
91881892,2,371.4,0.4,93.05,185.7,278.35,371.0
49845280,1,91.0,91.0,91.0,91.0,91.0,91.0
58667850,2,87.0,28.0,35.75,43.5,51.25,59.0
111456195,1,64.0,64.0,64.0,64.0,64.0,64.0
113423671,4,3177.3,0.5,6.7250000000000005,98.9,886.5,2979.0
181840406,1,24.0,24.0,24.0,24.0,24.0,24.0
79411077,22,3520.2,0.3,4.725,24.35,74.75,2371.0
208127048,4,10.9,0.2,0.2,0.25,2.775,10.2
167202599,13,880.4000000000001,6.5,7.7,34.0,66.0,264.0
77136810,3,92.6,1.6,21.8,42.0,45.5,49.0
249232725,16,482.4,0.5,1.5,5.6,12.900000000000002,386.0
32467994,55,5457.9,0.4,12.65,46.0,105.5,834.0
138656604,1,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0
271808456,1,47.0,47.0,47.0,47.0,47.0,47.0
246303844,1,5.0,5.0,5.0,5.0,5.0,5.0
299914260,1,83.0,83.0,83.0,83.0,83.0,83.0
121360145,5,3020.1,1.2,6.3,15.6,871.0,2126.0
203745259,1,68.0,68.0,68.0,68.0,68.0,68.0
206398775,4,110.7,0.1,1.2999999999999998,3.8000000000000003,30.175,103.0
159129006,1,16.2,16.2,16.2,16.2,16.2,16.2
238773402,5,49.5,0.2,0.3,3.3,12.7,33.0
164271888,1,1266.0,1266.0,1266.0,1266.0,1266.0,1266.0
83751255,2,150.0,22.0,48.5,75.0,101.5,128.0
278099058,2,11.9,0.6,3.2750000000000004,5.95,8.625000000000002,11.3
30527047,2,437.9,0.9,109.925,218.95,327.975,437.0
163662283,1,16.4,16.4,16.4,16.4,16.4,16.4
96977722,2,17.900000000000002,3.1,6.025,8.950000000000001,11.875000000000002,14.8
207234237,1,21.0,21.0,21.0,21.0,21.0,21.0
144565105,1,8.5,8.5,8.5,8.5,8.5,8.5
118725402,2,10.5,2.1,3.6750000000000003,5.25,6.825000000000001,8.4
160640171,9,31.9,0.5,1.0,2.0,4.8,9.3
156799348,1,22.0,22.0,22.0,22.0,22.0,22.0
4485779,1,1697.0,1697.0,1697.0,1697.0,1697.0,1697.0
295708462,1,6.5,6.5,6.5,6.5,6.5,6.5
68316900,32,514.7,0.2,3.075,8.600000000000001,19.225,106.0
153026960,1,18.3,18.3,18.3,18.3,18.3,18.3
27417971,2,443.3,11.3,116.475,221.65,326.825,432.0
102825821,71,1166.9999999999998,0.1,0.5,1.9,10.6,430.0
218680215,7,760.0000000000001,1.7,1.9500000000000002,9.6,20.4,704.0
285380840,1,33.0,33.0,33.0,33.0,33.0,33.0
71943253,1,36.0,36.0,36.0,36.0,36.0,36.0
167106826,3,17.6,5.4,5.7,6.0,6.1,6.2
142475478,5,27.4,0.2,0.5,0.8,0.9,25.0
154281477,1,418.0,418.0,418.0,418.0,418.0,418.0
86915561,1,17.6,17.6,17.6,17.6,17.6,17.6
150882304,9,761.9,0.4,0.5,7.2,8.2,525.0
277679482,2,6.5,1.9,2.5749999999999997,3.25,3.925,4.6
160264413,1,286.0,286.0,286.0,286.0,286.0,286.0
98312003,10,824.4,0.8,3.4499999999999997,8.149999999999999,89.3,424.0
161444156,3,2891.9,4.9,13.45,22.0,1443.5,2865.0
54194546,22,333.7,0.1,0.47500000000000003,3.7,11.825,99.0
148860618,1,14.8,14.8,14.8,14.8,14.8,14.8
200491490,1,728.0,728.0,728.0,728.0,728.0,728.0
199899325,2,51.2,0.2,12.9,25.6,38.3,51.0
160427210,23,2826.2,0.2,1.25,4.7,49.5,2162.0
242815838,1,73.0,73.0,73.0,73.0,73.0,73.0
167360036,2,828.1,8.1,211.075,414.05,617.025,820.0
204888877,2,14.9,5.1,6.275,7.45,8.625,9.8
208491021,4,594.2,5.2,17.8,152.5,283.25,284.0
299776839,1,9.0,9.0,9.0,9.0,9.0,9.0
297517705,4,23.5,0.2,2.825,4.15,7.199999999999999,15.0
128964236,4,48.599999999999994,0.9,3.7500000000000004,12.85,21.25,22.0
204495708,1,11.1,11.1,11.1,11.1,11.1,11.1
260320188,12,153.29999999999998,0.3,3.575,5.25,14.775000000000002,70.0
196862501,1,659.0,659.0,659.0,659.0,659.0,659.0
207270682,1,1222.0,1222.0,1222.0,1222.0,1222.0,1222.0
147602462,47,631.0,0.1,2.0,5.3,18.450000000000003,104.0
76171050,2,1122.6,19.6,290.45,561.3,832.15,1103.0
58439284,4,86.9,0.1,11.049999999999999,15.9,26.575000000000003,55.0
137508279,13,397.70000000000005,0.1,7.4,15.1,30.0,121.0
169277417,3,262.4,0.9,1.2,1.5,130.75,260.0
52907921,34,1027.9999999999998,0.5,1.9499999999999997,11.5,29.75,314.0
178269176,2,45.3,6.3,14.475,22.65,30.825,39.0
171932001,1,141.0,141.0,141.0,141.0,141.0,141.0
164699741,1,9.2,9.2,9.2,9.2,9.2,9.2
158211774,1,120.0,120.0,120.0,120.0,120.0,120.0
201081230,1,17.2,17.2,17.2,17.2,17.2,17.2
103574570,2,31.1,0.1,7.825,15.55,23.275,31.0
179001580,2,1244.1,1.1,311.575,622.05,932.525,1243.0
266829332,7,31.300000000000004,0.3,0.4,0.6,4.800000000000001,20.0
58768356,22,704.4,0.1,4.675,11.55,43.75,119.0
240477898,1,1.6,1.6,1.6,1.6,1.6,1.6
251706843,6,157.1,0.2,0.25,5.3500000000000005,43.075,92.0
130324181,23,1567.2,0.1,1.3,6.0,13.45,732.0
12610800,159,2606.8999999999996,0.1,0.4,1.7,8.5,329.0
231029951,16,33.6,0.1,0.5499999999999999,1.0,2.95,8.0
136778642,1,272.0,272.0,272.0,272.0,272.0,272.0
30036927,2,2664.6,11.6,671.95,1332.3,1992.65,2653.0
172666220,14,462.2,0.2,1.3499999999999999,8.7,21.6,174.0
186305384,2,91.8,0.8,23.35,45.9,68.45,91.0
181118785,1,80.0,80.0,80.0,80.0,80.0,80.0
83420834,8,118.19999999999999,0.1,0.675,2.25,9.625,87.0
106170243,15,217.09999999999997,0.2,0.9,3.4,19.8,81.0
187588985,5,63.2,0.1,1.3,4.8,27.0,30.0
64394438,2,240.3,2.3,61.225,120.15,179.075,238.0
231808839,3,7.9,0.2,0.7999999999999999,1.4,3.8499999999999996,6.3
21138994,3,19.299999999999997,0.6,2.5999999999999996,4.6,9.35,14.1
104032602,5,88.7,0.9,1.6,2.4,16.8,67.0
158655873,1,6.9,6.9,6.9,6.9,6.9,6.9
242782489,2,8.399999999999999,0.2,2.1999999999999997,4.199999999999999,6.199999999999999,8.2
260048725,1,107.0,107.0,107.0,107.0,107.0,107.0
73012771,1,104.0,104.0,104.0,104.0,104.0,104.0
97017439,1,104.0,104.0,104.0,104.0,104.0,104.0
126471719,10,1309.8,0.3,0.625,10.8,62.0,675.0
169061944,1,17.8,17.8,17.8,17.8,17.8,17.8
99992274,1,6.3,6.3,6.3,6.3,6.3,6.3
291293152,4,10.299999999999999,0.8,1.2499999999999998,2.0999999999999996,3.425,5.3
75277726,6,152.5,0.4,3.7,9.8,41.325,79.0
186139058,1,8.9,8.9,8.9,8.9,8.9,8.9
178290786,1,8.1,8.1,8.1,8.1,8.1,8.1
184899103,1,395.0,395.0,395.0,395.0,395.0,395.0
28696163,1,289.0,289.0,289.0,289.0,289.0,289.0
220489263,1,127.0,127.0,127.0,127.0,127.0,127.0
146999982,6,46.00000000000001,0.2,1.75,6.0,10.1,22.0
78341587,77,720.4,0.1,0.4,1.2,5.1,153.0
108183518,1,251.0,251.0,251.0,251.0,251.0,251.0
87832209,30,667.2,0.1,1.2249999999999999,5.75,12.05,285.0
115806772,3,55.7,0.2,0.35,0.5,27.75,55.0
65421540,5,344.2,0.2,1.7,3.5,3.8,335.0
5232588,3,7.2,0.2,0.35,0.5,3.5,6.5
37092665,1,9.7,9.7,9.7,9.7,9.7,9.7
67628444,5,19.2,0.3,0.5,0.8,1.1,16.5
206210282,3,829.3,0.3,17.15,34.0,414.5,795.0
17299575,1,16.1,16.1,16.1,16.1,16.1,16.1
287668512,2,92.9,0.9,23.675,46.45,69.225,92.0
193442134,1,18.7,18.7,18.7,18.7,18.7,18.7
15680561,3,13.0,0.3,0.9,1.5,6.35,11.2
57798235,15,2234.0,0.1,2.55,9.9,35.0,1840.0
138483324,1,24.0,24.0,24.0,24.0,24.0,24.0
215833301,2,248.6,4.6,64.45,124.3,184.15,244.0
217917011,1,19.1,19.1,19.1,19.1,19.1,19.1
77792512,3,42.8,1.5,2.9,4.3,20.65,37.0
285282740,1,15.2,15.2,15.2,15.2,15.2,15.2
147859903,28,168.10000000000002,0.3,1.475,3.3,4.9,45.0
95761491,1,8.8,8.8,8.8,8.8,8.8,8.8
90541290,14,711.6999999999999,0.1,7.6000000000000005,23.5,69.0,204.0
82174211,22,1653.1,0.1,1.6,9.7,21.6,1023.0
192436140,1,1577.0,1577.0,1577.0,1577.0,1577.0,1577.0
238466173,1,9.2,9.2,9.2,9.2,9.2,9.2
298222970,3,202.7,1.7,21.85,42.0,100.5,159.0
303300985,1,56.0,56.0,56.0,56.0,56.0,56.0
96014467,29,2727.6,0.1,3.7,11.6,46.0,689.0
38055594,1,5.7,5.7,5.7,5.7,5.7,5.7
215160630,26,868.9000000000001,0.2,2.0,5.1,37.9,284.0
229179750,1,9.8,9.8,9.8,9.8,9.8,9.8
68049243,11,134.70000000000002,0.1,0.45,4.0,8.35,59.0
115275499,1,8.0,8.0,8.0,8.0,8.0,8.0
168377116,1,17.2,17.2,17.2,17.2,17.2,17.2
181297952,1,13.9,13.9,13.9,13.9,13.9,13.9
159777976,1,9.3,9.3,9.3,9.3,9.3,9.3
41934963,1,257.0,257.0,257.0,257.0,257.0,257.0
48028873,69,761.6999999999999,0.1,0.7,2.6,10.3,202.0
51905751,3,833.0,21.0,30.0,39.0,406.0,773.0
57433226,17,7741.5,0.7,3.4,9.0,114.0,3013.0
217368291,1,431.0,431.0,431.0,431.0,431.0,431.0
193494703,1,13.4,13.4,13.4,13.4,13.4,13.4
202598205,6,514.8,0.8,1.875,3.2,6.175000000000001,499.0
161248480,3,145.0,24.0,41.5,59.0,60.5,62.0
215508170,1,250.0,250.0,250.0,250.0,250.0,250.0
131940023,50,2894.3,0.1,2.05,9.6,50.25,980.0
297279953,2,96.6,1.6,24.95,48.3,71.65,95.0
95911580,13,719.3,1.4,6.3,11.5,78.0,307.0
130021142,2,14.2,6.8,6.949999999999999,7.1,7.250000000000001,7.4
126074325,1,2025.0,2025.0,2025.0,2025.0,2025.0,2025.0
93413084,21,2070.6,0.4,2.3,10.4,58.0,1342.0
189451813,1,452.0,452.0,452.0,452.0,452.0,452.0
64366280,3,29.299999999999997,0.4,0.65,0.9,14.45,28.0
136495026,18,333.8,0.1,2.2,7.1,27.7,80.0
236596014,6,22.8,1.2,2.0,2.15,4.325,10.3
200750585,2,1438.0,1.0,360.0,719.0,1078.0,1437.0
24366790,27,2288.1,0.4,6.25,20.0,118.0,569.0
98928829,7,107.19999999999999,3.0,6.0,7.9,20.15,44.0
242094123,1,7.4,7.4,7.4,7.4,7.4,7.4
89732768,18,991.1,0.8,7.025,27.5,65.0,214.0
124556386,25,1720.1999999999998,0.1,0.7,2.3,10.5,932.0
87907200,18,168.5,0.1,0.375,2.8,12.875000000000002,53.0
206807160,1,10.0,10.0,10.0,10.0,10.0,10.0
110489310,5,206.2,0.2,34.0,54.0,55.0,63.0
194097479,1,5.5,5.5,5.5,5.5,5.5,5.5
216025815,40,422.0,0.2,1.35,4.55,11.475000000000001,82.0
158159336,11,22.2,0.2,0.4,0.7,3.0,6.7
228706143,1,9.0,9.0,9.0,9.0,9.0,9.0
296917506,1,46.0,46.0,46.0,46.0,46.0,46.0
174415183,3,25.6,3.9,5.45,7.0,10.85,14.7
191810425,1,7.5,7.5,7.5,7.5,7.5,7.5
86332470,8,360.0,10.2,23.95,35.5,65.5,91.0
221695617,2,422.0,125.0,168.0,211.0,254.0,297.0
54888069,3,8.3,0.1,1.45,2.8,4.1,5.4
86978692,1,34.0,34.0,34.0,34.0,34.0,34.0
181373107,1,5.0,5.0,5.0,5.0,5.0,5.0
193156880,43,2104.6000000000004,0.1,0.7,3.0,12.45,1069.0
64971477,2,24.5,1.5,6.875,12.25,17.625,23.0
222035871,1,253.0,253.0,253.0,253.0,253.0,253.0
107377573,47,2209.0,0.2,4.85,11.5,26.0,775.0
251164636,6,625.6,0.2,8.0,14.8,29.25,556.0
50967861,1,18.8,18.8,18.8,18.8,18.8,18.8
156859477,1,87.0,87.0,87.0,87.0,87.0,87.0
298505728,1,5.0,5.0,5.0,5.0,5.0,5.0
62545742,15,505.30000000000007,0.5,3.5,6.2,21.9,314.0
204749083,1,90.0,90.0,90.0,90.0,90.0,90.0
273817824,2,44.7,6.7,14.525,22.35,30.175,38.0
103373255,1,31.0,31.0,31.0,31.0,31.0,31.0
23492094,45,5346.8,0.1,0.8,2.4,16.7,3038.0
201816765,7,143.60000000000002,0.5,0.55,0.6,8.7,124.0
132180557,19,372.70000000000005,0.6,1.75,4.3,9.899999999999999,141.0
195147702,2,159.0,28.0,53.75,79.5,105.25,131.0
39758678,8,79.2,0.4,4.1499999999999995,8.0,14.149999999999999,27.0
7431946,27,670.3,0.8,6.85,15.6,29.0,148.0
196594918,1,206.0,206.0,206.0,206.0,206.0,206.0
274410276,1,240.0,240.0,240.0,240.0,240.0,240.0
241230534,4,8.9,0.6,0.6,0.95,2.575,6.4
115037563,42,534.7,0.4,1.5749999999999997,4.050000000000001,15.225000000000001,145.0
194842424,2,1781.1,0.1,445.325,890.55,1335.775,1781.0
236434806,10,82.30000000000001,0.2,0.275,2.8,6.95,48.0
239611310,1,261.0,261.0,261.0,261.0,261.0,261.0
114972372,10,265.0,0.1,3.175,4.55,47.5,89.0
281216836,1,59.0,59.0,59.0,59.0,59.0,59.0
70970228,5,258.1,5.1,22.0,52.0,59.0,120.0
77279068,14,505.3999999999999,0.4,1.8,16.65,34.25,247.0
245350724,1,345.0,345.0,345.0,345.0,345.0,345.0
159946174,7,435.8,0.4,3.2,17.0,43.0,326.0
269770460,1,6.5,6.5,6.5,6.5,6.5,6.5
216931933,1,100.0,100.0,100.0,100.0,100.0,100.0
80164199,9,1021.8,0.5,3.0,6.3,37.0,882.0
249626280,6,88.89999999999999,2.1,7.35,15.75,23.25,25.0
306690580,1,20.0,20.0,20.0,20.0,20.0,20.0
154105212,1,89.0,89.0,89.0,89.0,89.0,89.0
20643309,1,52.0,52.0,52.0,52.0,52.0,52.0
215518655,2,15.2,0.7,4.15,7.6,11.05,14.5
199047757,1,37.0,37.0,37.0,37.0,37.0,37.0
198825628,2,777.1,0.1,194.325,388.55,582.775,777.0
235359505,1,361.0,361.0,361.0,361.0,361.0,361.0
195694153,1,482.0,482.0,482.0,482.0,482.0,482.0
255085221,2,19.6,3.8,6.8,9.8,12.8,15.8
98278869,1,43.0,43.0,43.0,43.0,43.0,43.0
69587339,5,114.80000000000001,0.9,6.9,9.0,23.0,75.0
234467038,3,38.5,1.3,2.75,4.2,18.6,33.0
95137775,10,138.6,2.4,3.8749999999999996,10.700000000000001,21.05,34.0
191747590,6,272.0,1.6,4.6,25.2,42.5,174.0
56333620,20,573.8000000000001,1.3,7.2749999999999995,19.8,32.25,127.0
309626088,1,6.7,6.7,6.7,6.7,6.7,6.7
186885794,1,14.2,14.2,14.2,14.2,14.2,14.2
102322335,1,149.0,149.0,149.0,149.0,149.0,149.0
96204317,11,305.5,1.1,13.649999999999999,26.0,34.5,67.0
160922242,9,126.2,0.2,0.5,3.8,12.1,86.0
120639809,1,136.0,136.0,136.0,136.0,136.0,136.0
151481334,1,56.0,56.0,56.0,56.0,56.0,56.0
225787781,1,7.7,7.7,7.7,7.7,7.7,7.7
165020079,1,9.4,9.4,9.4,9.4,9.4,9.4
55143039,5,76.7,0.3,2.9,3.2,17.3,53.0
202600291,1,7.8,7.8,7.8,7.8,7.8,7.8
127977081,1,5.4,5.4,5.4,5.4,5.4,5.4
245064847,1,11.6,11.6,11.6,11.6,11.6,11.6
178168238,5,31.6,1.2,1.3,8.1,9.3,11.7
7440594,40,1207.5,0.2,3.8499999999999996,11.35,31.5,288.0
131032344,12,237.1,1.4,5.675000000000001,10.0,19.325,90.0
237388314,1,193.0,193.0,193.0,193.0,193.0,193.0
138242360,1,152.0,152.0,152.0,152.0,152.0,152.0
259934396,1,15.4,15.4,15.4,15.4,15.4,15.4
94356420,1,10.7,10.7,10.7,10.7,10.7,10.7
214276866,1,18.3,18.3,18.3,18.3,18.3,18.3
228908339,7,553.0,0.4,3.8000000000000003,7.0,59.5,419.0
77378306,2,85.8,0.8,21.85,42.9,63.95,85.0
52942891,4,152.9,0.3,10.649999999999999,14.8,42.375,123.0
83219649,1,8.8,8.8,8.8,8.8,8.8,8.8
92393218,58,2985.3,0.2,6.55,33.5,66.75,354.0
85759872,8,153.10000000000002,0.1,5.249999999999999,7.25,22.275,72.0
59537590,2,20.4,1.5,5.85,10.2,14.549999999999999,18.9
72958745,6,1028.0,0.6,1.0,3.05,8.25,1011.0
114364553,3,22.0,2.7,2.9000000000000004,3.1,9.65,16.2
202043465,1,37.0,37.0,37.0,37.0,37.0,37.0
112110682,22,927.2,0.1,0.6499999999999999,5.5,17.125,499.0
174204642,3,536.0,73.0,121.5,170.0,231.5,293.0
154123088,6,158.20000000000002,0.2,11.700000000000001,27.05,43.0,49.0
29915651,2,7.3,2.7,3.1750000000000003,3.65,4.125,4.6
296426951,2,15.1,4.5,6.025,7.55,9.075,10.6
14098833,2,20.0,5.3,7.6499999999999995,10.0,12.349999999999998,14.7
165523661,1,5.3,5.3,5.3,5.3,5.3,5.3
237298602,1,15.5,15.5,15.5,15.5,15.5,15.5
75011941,5,41.4,0.2,0.2,2.1,2.9,36.0
115192877,4,421.0,47.0,50.0,74.0,129.25,226.0
272181160,6,23.5,0.1,0.575,1.9500000000000002,7.225,10.4
205014771,11,346.9,0.1,0.6000000000000001,1.4,7.050000000000001,314.0
182412202,3,63.6,0.6,1.3,2.0,31.5,61.0
95044091,6,76.0,4.3,6.775,12.7,17.05,23.0
70052469,1,10.8,10.8,10.8,10.8,10.8,10.8
156156544,1,5.3,5.3,5.3,5.3,5.3,5.3
72488020,3,26.5,6.8,6.85,6.9,9.850000000000001,12.8
74161590,15,602.9,0.2,0.44999999999999996,10.0,30.0,395.0
102838001,1,28.0,28.0,28.0,28.0,28.0,28.0
81054122,6,6470.0,60.0,333.75,1176.0,1611.0,2249.0
160469883,7,41.7,0.4,0.8,2.5,7.6,22.0
153774422,1,491.0,491.0,491.0,491.0,491.0,491.0
161405419,2,8.6,1.8,3.05,4.3,5.55,6.8
86779448,4,1843.8,0.5,1.025,2.65,462.575,1838.0
205343727,5,112.2,1.2,2.7,7.2,8.1,93.0
204703234,1,29.0,29.0,29.0,29.0,29.0,29.0
174896111,3,901.0,77.0,143.5,210.0,412.0,614.0
106147454,65,851.5999999999999,0.2,2.3,6.0,14.7,99.0
126876615,1,49.0,49.0,49.0,49.0,49.0,49.0
166858869,3,287.4,0.4,1.7,3.0,143.5,284.0
279603258,1,9.3,9.3,9.3,9.3,9.3,9.3
146326949,1,32.0,32.0,32.0,32.0,32.0,32.0
94086389,2,412.0,163.0,184.5,206.0,227.5,249.0
290895974,1,163.0,163.0,163.0,163.0,163.0,163.0
143137329,1,2566.0,2566.0,2566.0,2566.0,2566.0,2566.0
217709850,4,5.199999999999999,0.2,0.49999999999999994,0.6499999999999999,1.45,3.7
57974873,22,1273.9,0.3,1.9,13.2,101.0,377.0
242471645,1,6.2,6.2,6.2,6.2,6.2,6.2
100478352,1,37.0,37.0,37.0,37.0,37.0,37.0
132875638,1,6.3,6.3,6.3,6.3,6.3,6.3
301805182,1,56.0,56.0,56.0,56.0,56.0,56.0
158469748,2,63.8,18.8,25.35,31.9,38.45,45.0
129272742,1,30.0,30.0,30.0,30.0,30.0,30.0
26430231,35,964.9,0.1,0.3,0.9,5.449999999999999,354.0
233277671,2,29.0,5.0,9.75,14.5,19.25,24.0
205823360,2,49.2,0.2,12.4,24.6,36.8,49.0
34102593,4,1386.2,0.2,36.8,204.0,513.75,978.0
252694471,1,14.3,14.3,14.3,14.3,14.3,14.3
224197206,1,7.3,7.3,7.3,7.3,7.3,7.3
28040133,1,603.0,603.0,603.0,603.0,603.0,603.0
293881991,1,13.3,13.3,13.3,13.3,13.3,13.3
36439985,13,407.5,0.2,2.1,3.5,5.2,227.0
152861732,11,869.0,0.5,1.6,15.8,89.0,485.0
28064589,10,90.69999999999999,0.1,2.8499999999999996,6.199999999999999,8.049999999999999,43.0
267053376,7,243.0,0.2,0.8,2.0,25.6,188.0
71603645,6,149.6,0.5,0.5,2.5,7.574999999999999,135.0
221257958,1,23.0,23.0,23.0,23.0,23.0,23.0
98463542,5,424.9,17.9,40.0,55.0,92.0,220.0
206155181,2,21.7,2.8,6.824999999999999,10.85,14.874999999999998,18.9
302916505,2,32.5,1.5,8.875,16.25,23.625,31.0
95273667,2,12.3,0.4,3.2750000000000004,6.15,9.025,11.9
292936227,1,8.4,8.4,8.4,8.4,8.4,8.4
253209919,1,7.8,7.8,7.8,7.8,7.8,7.8
180048039,1,468.0,468.0,468.0,468.0,468.0,468.0
62601134,1,11.6,11.6,11.6,11.6,11.6,11.6
128240584,2,25.799999999999997,8.1,10.5,12.899999999999999,15.299999999999999,17.7
204541576,8,186.7,0.2,0.425,1.35,3.425,174.0
84455820,75,844.0000000000001,0.1,1.05,3.8,8.3,118.0
189858084,46,165.3,0.1,0.4,1.0,2.5500000000000003,23.0
199535718,1,895.0,895.0,895.0,895.0,895.0,895.0
216396749,4,499.4,3.7,4.1499999999999995,10.85,131.55,474.0
109475164,1,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0
263516648,1,10.6,10.6,10.6,10.6,10.6,10.6
176682744,1,25.0,25.0,25.0,25.0,25.0,25.0
32749624,5,4937.3,0.5,1.8,4.0,117.0,4814.0
60424237,1,5.1,5.1,5.1,5.1,5.1,5.1
180622295,1,33.0,33.0,33.0,33.0,33.0,33.0
210172601,11,69.8,0.2,0.5,1.1,6.15,37.0
148576413,1,146.0,146.0,146.0,146.0,146.0,146.0
4986667,1,72.0,72.0,72.0,72.0,72.0,72.0
234770287,1,48.0,48.0,48.0,48.0,48.0,48.0
56957512,4,715.1,14.1,19.275,26.5,186.0,648.0
55906627,1,494.0,494.0,494.0,494.0,494.0,494.0
73187712,3,37.5,5.8,7.75,9.7,15.85,22.0
93644606,49,679.5999999999999,0.2,1.2,5.6,15.1,170.0
234108053,13,141.9,0.4,1.6,2.4,9.6,65.0
71704418,5,1524.4,1.2,9.4,19.8,300.0,1194.0
236911498,1,33.0,33.0,33.0,33.0,33.0,33.0
236245395,1,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0
163237086,2,65.0,28.0,30.25,32.5,34.75,37.0
158363887,2,76.0,24.0,31.0,38.0,45.0,52.0
95586525,2,152.0,26.0,51.0,76.0,101.0,126.0
115959445,5,30.9,0.2,0.8,4.7,6.5,18.7
225376053,1,16.1,16.1,16.1,16.1,16.1,16.1
141873792,23,365.00000000000006,0.1,2.0,4.7,18.2,138.0
140825164,33,136.6,0.1,0.6,1.4,4.9,33.0
176539817,25,494.79999999999995,0.3,1.7,3.7,15.5,181.0
184480011,1,131.0,131.0,131.0,131.0,131.0,131.0
149689548,2,7.800000000000001,0.4,2.1500000000000004,3.9000000000000004,5.65,7.4
182929175,2,2035.7,0.7,509.275,1017.85,1526.425,2035.0
225176638,10,24.0,0.3,0.525,0.7,1.8250000000000002,12.0
223324734,11,157.79999999999998,0.5,0.9500000000000001,1.8,7.35,112.0
303061131,1,66.0,66.0,66.0,66.0,66.0,66.0
171911285,1,32.0,32.0,32.0,32.0,32.0,32.0
82418411,5,16.4,0.2,0.4,0.4,0.8,14.6
120116659,4,2121.6,0.1,0.9249999999999999,6.75,536.225,2108.0
256452263,4,25.0,1.2,1.3499999999999999,4.95,9.85,13.9
74347105,19,4496.3,3.1,17.3,70.0,290.0,1244.0
32488724,1,55.0,55.0,55.0,55.0,55.0,55.0
243816387,3,14.1,0.5,3.0,5.5,6.8,8.1
118792304,9,1539.1000000000001,0.9,22.0,54.0,221.0,571.0
39524248,4,29.0,0.2,0.8750000000000001,4.6499999999999995,11.024999999999999,19.5
174585005,4,22.6,0.5,2.5999999999999996,4.55,7.6,13.0
30115594,3,354.1,2.1,41.05,80.0,176.0,272.0
247219864,1,61.0,61.0,61.0,61.0,61.0,61.0
138259286,2,777.9,0.9,194.925,388.95,582.975,777.0
162654590,1,13.2,13.2,13.2,13.2,13.2,13.2
37827989,29,1865.3,0.6,2.5,14.0,87.0,415.0
202160372,2,247.0,2.0,62.75,123.5,184.25,245.0
48080423,11,75.3,0.1,0.6000000000000001,5.2,9.100000000000001,24.0
24972502,1,7.7,7.7,7.7,7.7,7.7,7.7
9134079,3,129.29999999999998,1.1,6.1499999999999995,11.2,64.1,117.0
240964291,1,719.0,719.0,719.0,719.0,719.0,719.0
233595859,1,52.0,52.0,52.0,52.0,52.0,52.0
186814006,1,541.0,541.0,541.0,541.0,541.0,541.0
249570072,10,265.8,0.6,3.425,7.800000000000001,13.200000000000001,184.0
96674526,2,15.8,0.9,4.4,7.9,11.4,14.9
189125890,1,5.9,5.9,5.9,5.9,5.9,5.9
172195770,1,5.4,5.4,5.4,5.4,5.4,5.4
195840346,1,124.0,124.0,124.0,124.0,124.0,124.0
289383568,2,11.1,0.2,2.875,5.55,8.225000000000001,10.9
205029231,2,180.7,12.7,51.525,90.35,129.175,168.0
241524841,1,27.0,27.0,27.0,27.0,27.0,27.0
87734805,81,524.1,0.1,0.3,1.4,4.4,151.0
34658438,3,5.6,0.2,1.0,1.8,2.7,3.6
138460230,1,496.0,496.0,496.0,496.0,496.0,496.0
122847338,4,176.0,0.5,2.75,32.75,74.0,110.0
242836440,1,17.0,17.0,17.0,17.0,17.0,17.0
104709012,1,12.3,12.3,12.3,12.3,12.3,12.3
121255383,3,13.299999999999999,1.5,2.05,2.6,5.8999999999999995,9.2
120143206,1,56.0,56.0,56.0,56.0,56.0,56.0
229312905,1,687.0,687.0,687.0,687.0,687.0,687.0
13565651,99,1424.1999999999998,0.1,1.0,2.8,12.2,207.0
