,num_user,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
NBA 2K14,16,1491.4999999999998,1.8,14.95,67.5,116.5,346.0
Eternal Fate,4,7.3,0.5,1.4,1.7999999999999998,2.2249999999999996,3.2
Soccer Manager 2016,12,28.0,0.1,0.575,1.65,4.1,7.6
Disney Infinity 2.0,1,16.4,16.4,16.4,16.4,16.4,16.4
"Pirates, Vikings, & Knights II",15,130.3,0.5,1.55,2.9,5.1,73.0
Subnautica,13,128.89999999999998,1.0,2.0,6.1,11.0,34.0
Starbound - Unstable,10,65.7,0.3,0.9500000000000001,3.7,9.2,28.0
Stronghold Crusader Extreme HD,5,37.3,0.1,0.2,0.3,7.7,29.0
Seduce Me the Otome,2,12.2,0.5,3.3,6.1,8.899999999999999,11.7
Emily is Away,39,29.400000000000002,0.2,0.5,0.6,0.8,3.0
Lost Planet 3,14,149.79999999999995,0.3,1.625,4.9,13.750000000000002,61.0
Black Mesa,8,137.3,2.9,7.6,14.3,25.25,36.0
EVGA PrecisionX 16,10,166.1,0.1,0.9,4.9,10.450000000000001,83.0
Icewind Dale Enhanced Edition,4,107.0,0.1,3.7,17.45,40.5,72.0
The Settlers 7 Paths to a Kingdom - Gold Edition,8,116.80000000000001,0.7,1.3499999999999999,6.3,15.425,68.0
Train Fever,7,173.6,0.3,13.15,22.0,39.0,47.0
Empyrion - Galactic Survival,7,127.29999999999998,0.1,2.65,7.8,14.05,86.0
Maia,2,23.8,5.7,8.8,11.9,15.000000000000002,18.1
Battlestations Pacific,10,153.20000000000002,0.3,2.125,6.25,13.625000000000002,94.0
Medieval Engineers,15,48.800000000000004,0.1,0.6499999999999999,1.2,5.050000000000001,12.9
Thief 2,5,9.8,0.1,0.2,2.7,3.1,3.7
Castle Story,10,109.39999999999999,0.4,1.0750000000000002,2.5,3.6499999999999995,83.0
The Plan,12,3.3000000000000003,0.1,0.1,0.15000000000000002,0.4,0.9
Assetto Corsa,17,280.79999999999995,0.4,4.2,13.0,22.0,48.0
Ryse Son of Rome,19,197.7,0.5,1.85,6.5,11.35,78.0
Resident Evil / biohazard HD REMASTER,11,88.99999999999999,0.3,0.55,1.2,6.85,37.0
Cossacks Art of War,3,99.0,2.0,19.0,36.0,48.5,61.0
Rocksmith,7,109.0,1.3,2.7,11.3,25.5,40.0
Primal Carnage,21,513.6999999999999,0.1,1.3,3.4,14.3,357.0
Cities in Motion,9,256.4,0.7,4.5,21.0,35.0,89.0
Car Mechanic Simulator 2014,19,59.400000000000006,0.1,0.5,2.3,3.8,15.1
Darkest Hour A Hearts of Iron Game,4,123.60000000000001,0.4,1.6,6.1,35.4,111.0
Element4l,3,13.3,0.1,0.25,0.4,6.6000000000000005,12.8
ACE - Arena Cyber Evolution,11,6.4,0.1,0.2,0.4,0.45,3.1
Bloody Good Time,3,28.6,1.5,1.8,2.1,13.55,25.0
D.I.P.R.I.P. Warm Up,13,50.599999999999994,0.2,0.3,0.8,1.5,27.0
iBomber Defense Pacific,4,17.9,0.5,0.5,2.3,6.275,12.8
Stronghold Crusader 2,15,462.4,0.7,2.5,9.6,21.35,251.0
Galcon 2,8,9.9,0.2,0.2,0.4,1.675,4.8
Warlock 2 the Exiled,5,238.5,0.5,6.6,9.4,52.0,170.0
Renowned Explorers International Society,2,51.0,10.0,17.75,25.5,33.25,41.0
Always Sometimes Monsters,12,57.1,0.1,1.525,1.95,5.5,21.0
Redshirt,1,5.3,5.3,5.3,5.3,5.3,5.3
Agarest Zero,3,31.8,3.8,5.4,7.0,14.0,21.0
Vertical Drop Heroes HD,3,7.4,0.6,2.0,3.4,3.4,3.4
Door Kickers,13,63.400000000000006,0.1,0.6,3.3,5.9,22.0
Skulls of the Shogun,4,37.5,1.1,1.9250000000000003,6.199999999999999,13.649999999999999,24.0
Cosmonautica,3,37.3,0.7,2.15,3.6,18.3,33.0
Mabinogi,5,620.2,0.4,0.6,2.2,165.0,452.0
Q.U.B.E Director's Cut,5,19.4,0.3,0.3,2.6,3.9,12.3
Puzzle Pirates,2,42.2,0.2,10.65,21.1,31.55,42.0
Knock-knock,3,7.2,0.2,0.25,0.3,3.5,6.7
Sleeping Dogs Definitive Edition,13,166.10000000000002,0.3,3.4,5.0,14.7,44.0
RaiderZ,10,26.699999999999996,0.2,0.8250000000000001,1.4,1.9,11.1
Scribblenauts Unmasked,8,43.5,0.1,0.5249999999999999,1.3,3.225,31.0
Town of Salem,12,173.0,0.1,6.0,9.1,17.725,50.0
Viscera Cleanup Detail Santa's Rampage,18,82.09999999999998,0.1,0.925,2.6500000000000004,3.875,35.0
Genesis Online,10,5.6,0.2,0.3,0.3,0.7000000000000001,1.8
Devil May Cry 3 Special Edition,8,29.7,0.3,0.6,3.0,4.675,10.5
A.R.E.S.,9,26.0,0.4,1.5,1.8,2.7,8.2
Lost Planet 2,8,31.300000000000004,0.6,0.975,4.05,6.824999999999999,7.0
You Have to Win the Game,19,16.799999999999997,0.1,0.2,0.9,1.25,2.1
Boring Man - Online Tactical Stickman Combat,20,76.1,0.1,0.2,0.55,1.25,52.0
NEOTOKYO,15,33.4,0.1,0.2,0.3,0.6,28.0
Jigoku Kisetsukan Sense of the Seasons,6,24.4,0.2,0.45000000000000007,1.3,3.2750000000000004,17.5
Ascend Hand of Kul,11,62.29999999999999,0.2,0.4,0.9,5.4,35.0
Solstice Arena,5,9.5,1.0,1.4,1.6,2.5,3.0
Aerena,3,6.6,0.1,0.55,1.0,3.25,5.5
Face of Mankind,7,6.9,0.1,0.35,0.7,1.55,2.3
Spore Galactic Adventures,17,288.3,0.3,2.0,8.7,13.9,94.0
Metal Reaper Online,6,19.4,0.1,0.45000000000000007,1.0,4.475,11.4
Block N Load,44,256.5,0.1,0.5,1.65,4.075,54.0
Secrets of Grindea,3,22.6,5.3,5.4,5.5,8.65,11.8
Hard Reset,15,75.69999999999999,0.4,0.6,2.1,8.25,24.0
Dogfight 1942,2,4.8,0.2,1.2999999999999998,2.4,3.4999999999999996,4.6
DeathSpank,4,43.2,8.0,8.899999999999999,10.05,11.950000000000001,15.1
Tom Clancy's Ghost Recon Future Soldier,11,206.9,1.5,3.4,9.8,31.5,55.0
Audiosurf 2,7,110.30000000000001,1.2,1.85,12.0,21.2,51.0
Dizzel,26,61.0,0.2,0.42500000000000004,0.6499999999999999,3.5000000000000004,16.0
Transformers War for Cybertron,12,108.4,0.3,0.9,4.6,11.325,37.0
Run and Fire,8,14.2,0.1,0.35000000000000003,0.65,1.3250000000000002,8.7
Get Off My Lawn!,6,28.700000000000003,0.1,1.25,1.7999999999999998,4.3,18.8
MotoGP14,2,97.4,15.4,32.05,48.7,65.35,82.0
Battle Islands,10,383.29999999999995,0.2,0.4,0.6,5.1000000000000005,365.0
Dragon's Prophet,6,54.4,0.9,1.15,2.75,11.475,33.0
Hate Plus,1,14.8,14.8,14.8,14.8,14.8,14.8
Influent,2,14.3,0.8,3.975,7.15,10.325,13.5
Analogue A Hate Story,7,22.7,0.4,1.35,2.3,3.55,10.2
ArtRage Studio Pro,1,9.3,9.3,9.3,9.3,9.3,9.3
Ether One,3,25.8,2.3,5.800000000000001,9.3,11.75,14.2
Hatoful Boyfriend,6,41.9,0.6,1.85,5.85,11.350000000000001,15.9
Bound By Flame,7,85.7,0.3,1.3499999999999999,2.6,5.050000000000001,70.0
Grey Goo,12,129.60000000000002,1.4,4.125,11.65,14.024999999999999,29.0
Godus,14,122.49999999999999,1.7,2.8749999999999996,4.699999999999999,7.975,40.0
Cinders,2,6.300000000000001,3.1,3.125,3.1500000000000004,3.1750000000000003,3.2
Dysfunctional Systems Learning to Manage Chaos,2,5.199999999999999,2.4,2.5,2.5999999999999996,2.6999999999999997,2.8
Prince of Persia,5,7.0,0.8,0.9,1.3,1.7,2.3
Killer is Dead,10,24.200000000000003,0.2,0.9500000000000001,1.25,3.55,7.2
Super Monday Night Combat,34,575.8,0.1,0.3,1.25,3.4250000000000003,332.0
Metro Conflict,15,69.9,0.2,0.7,2.0,4.1,36.0
NotGTAV,5,6.0,0.1,0.1,0.1,2.6,3.1
NBA 2K9,4,222.0,0.9,5.25,10.05,60.3,201.0
Baldur's Gate II Enhanced Edition,9,4277.299999999999,2.2,15.9,45.0,72.0,3898.0
Victor Vran,4,207.0,2.4,14.55,34.8,72.0,135.0
Might & Magic X - Legacy ,7,259.5,0.4,15.55,31.0,52.0,93.0
Defender's Quest Valley of the Forgotten,4,24.5,1.7,2.5999999999999996,6.2,9.725,10.4
The Dead Linger,2,9.2,1.6,3.1,4.6,6.1,7.6
Miscreated,4,27.1,1.1,5.075000000000001,7.5,9.2,11.0
HIS (Heroes In the Sky),9,9.1,0.1,0.2,0.3,0.4,5.7
Rusty Hearts,6,208.09999999999997,0.2,0.525,2.35,45.8,143.0
Gothic II Gold Edition,7,7.3,0.2,0.2,0.4,0.6000000000000001,5.1
Shelter,5,11.700000000000001,0.3,0.4,1.0,1.6,8.4
Fingered,4,10.4,0.3,0.9749999999999999,1.5499999999999998,3.175,7.0
Insaniquarium! Deluxe,4,37.8,1.3,3.775,8.25,13.925,20.0
Super Amazing Wagon Adventure,3,12.100000000000001,0.5,2.45,4.4,5.800000000000001,7.2
To the Moon,33,96.39999999999999,0.1,0.9,1.4,4.1,14.2
Mount Your Friends,14,71.1,0.3,0.7999999999999999,1.8,8.924999999999999,22.0
A Bird Story,7,11.6,1.2,1.2,1.3,1.85,3.0
Electronic Super Joy,8,14.1,0.3,0.925,1.15,2.55,4.4
Love,3,23.1,0.5,5.0,9.5,11.3,13.1
Papo & Yo,8,27.8,0.2,0.3,1.95,5.125,10.8
Eets Munchies,10,23.799999999999994,0.1,0.25,0.7,0.9,18.4
Minecraft Story Mode - A Telltale Games Series,7,46.400000000000006,2.0,4.15,5.7,9.15,12.1
Wild Warfare,9,25.7,0.1,0.2,0.3,0.7,21.0
LISA,6,68.3,0.4,0.95,9.35,18.125,30.0
Half Minute Hero Super Mega Neo Climax Ultimate Boy,7,29.700000000000003,0.6,1.0,1.3,5.15,15.5
Roguelands,1,7.2,7.2,7.2,7.2,7.2,7.2
Hitman Blood Money,23,84.39999999999999,0.1,0.6499999999999999,1.1,4.35,15.4
TOME Immortal Arena,7,96.69999999999999,0.3,0.75,1.5,8.7,76.0
Mercenary Kings,10,75.6,0.8,2.0749999999999997,4.449999999999999,10.350000000000001,29.0
Iron Brigade,6,20.5,0.3,0.5,2.25,5.050000000000001,9.8
Krater,11,71.5,0.2,0.55,1.4,5.4,40.0
CastleMiner Z,14,68.0,0.2,0.5,0.8,2.65,38.0
Viscera Cleanup Detail,11,62.79999999999999,0.3,2.45,3.2,10.2,13.4
Construct 2 Free,7,17.900000000000002,0.6,1.1,2.0,3.9,5.3
Draw a Stickman EPIC,5,5.0,0.4,0.6,0.8,1.0,2.2
"On the Rain-Slick Precipice of Darkness, Episode One",4,51.1,0.6,0.8250000000000001,4.75,16.7,41.0
Unreal Gold,8,15.299999999999999,0.1,0.27499999999999997,0.5,0.7499999999999999,12.1
Divine Divinity,3,10.9,0.2,0.30000000000000004,0.4,5.3500000000000005,10.3
Descent,3,20.4,1.8,2.5,3.2,9.3,15.4
Renegade Ops,9,38.699999999999996,0.2,0.7,3.8,7.9,10.2
Sonic CD,7,12.799999999999999,0.2,0.44999999999999996,1.4,2.4,5.5
Expeditions Conquistador,4,183.5,4.1,5.825000000000001,43.7,83.75,92.0
METAL SLUG X,1,7.2,7.2,7.2,7.2,7.2,7.2
60 Seconds!,5,9.3,1.0,1.2,1.6,1.9,3.6
Uncrowded,10,47.099999999999994,0.2,0.45000000000000007,1.4500000000000002,3.1999999999999997,30.0
FUEL,5,15.600000000000001,0.5,0.8,1.4,4.1,8.8
Tom Clancy's Splinter Cell,7,7.700000000000001,0.1,0.4,0.5,0.95,4.4
Universe at War Earth Assault,9,88.9,0.2,1.3,3.0,7.9,47.0
Alien Shooter Vengeance,3,13.299999999999999,0.1,2.3,4.5,6.6,8.7
Kingdom Wars,22,179.49999999999997,0.1,0.3,0.8500000000000001,5.074999999999999,59.0
Fortune Summoners Secret of the Elemental Stone,2,56.0,22.0,25.0,28.0,31.0,34.0
Multiwinia,6,35.7,0.8,1.05,4.55,10.075000000000001,14.0
Impire,4,65.2,0.5,3.8000000000000003,8.350000000000001,20.85,48.0
Sid Meier's Ace Patrol Pacific Skies,9,37.900000000000006,0.4,1.3,2.4,6.4,11.0
Take On Helicopters,7,52.6,0.5,0.9,2.0,2.1500000000000004,44.0
Helicopter Simulator 2014 Search and Rescue,4,5.9,0.4,0.4,1.15,2.2249999999999996,3.2
ACE COMBAT ASSAULT HORIZON Enhanced Edition,11,38.699999999999996,0.3,1.65,3.0,4.95,8.1
Farming Simulator 2013 - Modding Tutorials,2,14.799999999999999,0.1,3.75,7.3999999999999995,11.049999999999999,14.7
CrimeCraft GangWars,4,4.9,0.2,0.27499999999999997,0.55,1.5,3.6
Kingdoms CCG,2,300.3,0.3,75.225,150.15,225.075,300.0
Epic Arena,4,5.8,0.3,0.3,0.4,1.55,4.7
Railroad Tycoon 3,5,17.6,0.2,0.8,1.0,6.0,9.6
Deus Ex Invisible War,10,18.5,0.1,0.2,0.9500000000000001,2.725,6.5
DarkStar One,3,41.9,0.8,7.45,14.1,20.55,27.0
DOOM II Hell on Earth,9,31.1,0.1,0.2,0.4,2.8,19.9
Rayman Origins,10,120.6,0.3,2.5999999999999996,10.399999999999999,16.2,36.0
DeadCore,2,5.5,0.4,1.575,2.75,3.925,5.1
Dustforce,15,72.10000000000001,0.1,0.44999999999999996,1.5,4.3,30.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,6,8.3,0.2,0.8,0.8500000000000001,1.8000000000000003,3.5
Giana Sisters Twisted Dreams,21,80.89999999999998,0.1,0.6,1.2,1.9,37.0
DOOM 3,20,70.7,0.2,0.4,0.95,3.5999999999999996,24.0
Order of War,9,61.2,0.6,0.9,3.2,5.1,38.0
Cabela's Big Game Hunter Pro Hunts,3,20.1,0.3,4.75,9.2,9.899999999999999,10.6
Rampage Knights,6,113.19999999999999,3.4,8.8,19.05,29.0,34.0
Captain Forever Remix,1,22.0,22.0,22.0,22.0,22.0,22.0
Sheltered,5,66.89999999999999,6.1,7.7,10.6,17.5,25.0
Kingdom,4,15.399999999999999,0.7,2.575,4.2,5.4750000000000005,6.3
I am Bread,11,52.00000000000001,0.2,1.6,2.7,5.1,23.0
Heroes of Scene,5,31.599999999999998,0.2,0.2,0.9,4.3,26.0
Warside,6,6.8,0.4,0.45000000000000007,0.6,0.8250000000000001,3.9
Batla,15,45.3,0.2,0.3,0.7,1.35,24.0
Depression Quest,4,6.2,0.3,0.75,1.2,2.0,3.5
StarDrive,10,180.0,1.8,3.0500000000000003,7.800000000000001,34.75,49.0
LIGHTNING RETURNS FINAL FANTASY XIII,5,159.79999999999998,0.2,4.0,6.6,40.0,109.0
Eador. Masters of the Broken World,6,215.2,0.2,3.5,14.75,32.75,147.0
Satellite Reign,5,30.300000000000004,0.3,1.6,3.0,7.9,17.5
Axiom Verge,4,30.299999999999997,0.2,0.95,7.75,14.375000000000002,14.6
Nom Nom Galaxy,1,8.0,8.0,8.0,8.0,8.0,8.0
Her Story,5,18.199999999999996,0.5,1.2,4.6,5.6,6.3
Finn and Jake's Epic Quest,1,6.0,6.0,6.0,6.0,6.0,6.0
Sword of the Stars The Pit,3,14.799999999999999,2.6,4.0,5.4,6.1,6.8
The Magic Circle,1,5.2,5.2,5.2,5.2,5.2,5.2
Hand Of Fate,5,35.3,1.2,2.6,4.5,6.0,21.0
War for the Overworld,9,109.39999999999999,1.1,4.5,14.7,18.2,21.0
Sorcerer King,2,45.4,4.4,13.55,22.7,31.85,41.0
Cradle,3,34.9,4.2,4.95,5.7,15.35,25.0
MASSIVE CHALICE,4,34.7,0.1,3.0999999999999996,4.3,9.875,26.0
The Last Federation,4,8.0,0.3,0.37500000000000006,1.9,3.525,3.9
Ys The Oath in Felghana,3,22.4,0.6,1.75,2.9,10.899999999999999,18.9
Big Pharma,3,28.4,0.2,1.2000000000000002,2.2,14.1,26.0
Deus Ex Human Revolution - The Missing Link,22,195.50000000000003,0.1,1.25,5.55,11.750000000000002,51.0
PixelJunk Shooter,5,15.899999999999999,0.9,2.0,2.8,4.6,5.6
Salvation Prophecy,2,13.4,1.9,4.3,6.7,9.1,11.5
"Invisible, Inc.",9,84.4,0.7,3.4,8.0,16.1,24.0
Nihilumbra,4,7.9,0.5,1.475,2.15,2.65,3.1
Cannon Brawl,3,5.3999999999999995,0.3,0.9500000000000001,1.6,2.55,3.5
Spacebase DF-9,7,62.900000000000006,1.3,4.25,5.6,15.15,17.2
Nuclear Throne,11,65.2,0.3,0.9500000000000001,1.8,6.7,23.0
Sol Survivor,3,13.7,0.6,0.8,1.0,6.55,12.1
Volgarr the Viking,4,21.599999999999998,0.9,0.975,1.35,5.775,18.0
Betrayer,6,14.499999999999998,0.6,0.9500000000000001,2.4,3.6250000000000004,4.6
Call of Juarez Bound in Blood,6,33.6,0.5,0.85,4.4,9.600000000000001,13.3
Out There  Edition,3,11.3,0.5,2.5,4.5,5.4,6.3
Greed Corp,12,53.8,0.3,0.7250000000000001,2.5,7.075000000000001,14.8
GALAK-Z,2,25.4,0.4,6.55,12.7,18.85,25.0
Ultratron,4,9.6,0.4,1.225,1.75,2.925,5.7
Reprisal Universe,2,11.100000000000001,0.3,2.9250000000000003,5.550000000000001,8.175,10.8
Interplanetary,3,6.5,0.3,0.4,0.5,3.1,5.7
Eufloria HD,2,19.0,0.3,4.8999999999999995,9.5,14.099999999999998,18.7
Capsized,10,14.000000000000002,0.3,0.4,1.0,1.7249999999999999,5.0
Wizorb,6,7.1000000000000005,0.2,0.30000000000000004,1.05,2.0250000000000004,2.4
Titan Attacks,6,9.9,0.1,1.1500000000000001,1.55,1.95,3.6
Steel Ocean,10,42.099999999999994,0.2,0.4,0.6499999999999999,1.45,32.0
Might & Magic Duel of Champions,14,1465.1999999999998,0.7,2.225,3.55,112.85,657.0
Shadowrun Hong Kong,6,91.1,1.0,14.475000000000001,15.0,18.6,26.0
Assassin's Creed Syndicate,3,96.4,16.4,25.7,35.0,40.0,45.0
Dead Rising 2 Off the Record,4,51.599999999999994,4.3,4.75,12.149999999999999,20.299999999999997,23.0
Wolfenstein The Old Blood ,12,92.8,0.7,3.5,5.050000000000001,8.3,24.0
The Bard's Tale,6,15.499999999999998,0.6,1.05,1.4,3.3249999999999997,7.2
SpellForce 2 Gold Edition,3,8.2,1.5,2.05,2.6,3.3499999999999996,4.1
Demigod,11,144.0,0.7,0.9,2.2,18.65,62.0
The Amazing Spider-Man,2,21.1,4.4,7.475,10.55,13.624999999999998,16.7
F1 2010,6,111.1,7.8,11.424999999999999,19.3,25.0,29.0
Star Wars The Force Unleashed II,12,63.60000000000001,0.2,0.6749999999999999,3.2,7.574999999999999,17.7
Patch testing for Chivalry,11,18.5,0.1,0.44999999999999996,0.7,2.05,7.7
Apotheon,5,14.6,0.3,0.7,1.6,2.1,9.9
Global Agenda - Beta,1,23.0,23.0,23.0,23.0,23.0,23.0
Nux,2,8.2,2.1,3.1,4.1,5.1,6.1
Anoxemia,4,24.6,3.8,4.625,5.45,6.975,9.9
Robot Rescue Revolution,1,5.6,5.6,5.6,5.6,5.6,5.6
Ionball 2  Ionstorm,5,15.399999999999999,0.1,3.0,3.0,3.7,5.6
QuestRun,5,37.400000000000006,4.7,4.9,5.0,6.6,16.2
SUPER DISTRO,3,16.200000000000003,3.1,3.95,4.8,6.550000000000001,8.3
Skyborn,6,20.799999999999997,1.8,3.0749999999999997,3.6,3.9749999999999996,4.8
Ravaged Zombie Apocalypse,6,7.599999999999999,0.2,0.525,0.6,1.1999999999999997,4.3
Ironclad Tactics,3,10.5,2.2,3.1,4.0,4.15,4.3
BEEP,8,11.399999999999999,0.1,0.4,1.1,1.975,4.2
Not The Robots,3,6.1,0.1,1.0,1.9,3.0,4.1
Enemy Mind,4,10.6,0.9,2.1,2.8,3.35,4.1
Platypus II,3,14.2,4.0,4.5,5.0,5.1,5.2
Coffin Dodgers,4,8.8,0.5,1.7750000000000001,2.3,2.7249999999999996,3.7
Beatbuddy Tale of the Guardians,9,21.900000000000002,0.1,0.4,1.2,3.4,10.5
Humanity Asset,2,6.2,3.0,3.05,3.1,3.1500000000000004,3.2
The Incredible Adventures of Van Helsing II,14,155.49999999999994,0.6,2.325,4.25,14.25,43.0
"Warhammer 40,000 Dawn of War - Game of the Year Edition",33,200.39999999999998,0.1,0.9,1.0,8.9,41.0
Heavy Fire Afghanistan,3,6.1,0.9,1.65,2.4,2.5999999999999996,2.8
Prime World Defenders,5,30.0,2.1,2.1,2.4,9.8,13.6
Alien Breed Impact,5,42.9,0.5,0.7,2.2,10.5,29.0
Chip,7,15.0,0.5,1.4,2.2,2.4,4.7
Canyon Capers,12,34.699999999999996,0.4,1.1749999999999998,1.9,3.5,12.5
KickBeat Steam Edition,6,53.89999999999999,1.9,2.075,2.4,10.524999999999999,32.0
Anna - Extended Edition,11,39.4,0.1,0.9500000000000001,1.6,6.15,12.2
The Culling Of The Cows,17,30.600000000000005,0.1,1.3,1.8,2.3,3.7
Battlepaths,10,53.199999999999996,1.5,2.4000000000000004,3.85,5.5,12.9
Blood of Old,4,15.1,1.6,3.1,4.0,4.675000000000001,5.5
Sine Mora,7,11.7,0.4,0.5,1.5,1.95,4.9
Deus Ex The Fall,4,9.1,0.9,1.35,1.95,2.875,4.3
Uriel's Chasm,7,15.700000000000001,0.1,1.3,1.4,2.25,7.1
RADical ROACH Deluxe Edition,8,20.0,0.2,1.3249999999999997,2.05,3.2,6.6
Mechanic Escape,6,12.2,1.3,1.4749999999999999,1.75,2.25,3.6
Grimm,13,35.2,0.3,1.2,1.3,3.1,11.0
Racer 8,10,23.099999999999998,0.2,1.35,2.8,3.0500000000000003,3.7
Memories of a Vagabond,9,31.1,0.3,1.3,3.6,4.3,9.1
Full Mojo Rampage,10,81.29999999999998,0.8,1.525,3.9,8.125,41.0
Cargo Commander,3,7.0,1.2,1.9500000000000002,2.7,2.9000000000000004,3.1
Blaster Shooter GunGuy!,3,5.4,1.1,1.25,1.4,2.15,2.9
Swipecart,4,12.600000000000001,0.3,0.825,1.75,4.075,8.8
Teleglitch Die More Edition,12,20.200000000000003,0.1,0.8250000000000001,1.0,1.5749999999999997,7.0
Wickland,4,5.1,0.1,0.5499999999999999,1.2,1.9249999999999998,2.6
Anomaly 2,5,7.6,0.3,0.6,1.5,2.1,3.1
Shank,16,41.699999999999996,0.3,0.4,0.75,3.075,13.7
ArcaniA,10,59.7,0.3,0.775,3.05,5.950000000000001,31.0
Sins of a Dark Age,12,30.300000000000004,0.1,0.5249999999999999,1.4,3.925,10.7
Might & Magic Clash of Heroes,7,148.8,0.1,8.2,17.3,29.5,56.0
Grand Ages Medieval,3,118.8,3.8,12.4,21.0,57.5,94.0
March of War,16,135.9,0.1,0.475,1.85,7.2250000000000005,74.0
NOBUNAGA'S AMBITION Sphere of Influence,3,167.3,14.3,33.65,53.0,76.5,100.0
Star Ruler 2,2,106.4,9.4,31.3,53.2,75.1,97.0
Age of Empires Online,8,665.5999999999999,4.8,7.95,88.5,148.75,168.0
Hegemony Rome The Rise of Caesar,1,6.0,6.0,6.0,6.0,6.0,6.0
FX Football - The Manager for Every Football Fan,3,8.9,0.6,1.5,2.4,4.15,5.9
Folk Tale,4,23.1,2.6,4.025,4.7,6.45,11.1
Cities in Motion 2,19,75.89999999999999,0.2,1.35,2.9,3.7,23.0
Act of Aggression,4,17.0,0.9,1.95,3.25,5.550000000000001,9.6
Sword of the Stars II Enhanced Edition,5,370.9,0.6,1.3,3.0,118.0,248.0
FaceRig,12,23.5,0.2,0.8250000000000001,1.4500000000000002,2.5,5.5
The Political Machine,4,87.3,0.5,1.8499999999999999,7.9,27.875,71.0
Port Royale 3,11,179.4,0.1,0.8500000000000001,5.2,13.75,76.0
Railroad Tycoon 2 Platinum,4,74.5,0.4,0.7000000000000001,3.55,21.475,67.0
Grim Fandango Remastered,12,77.30000000000001,1.0,2.3499999999999996,4.7,9.200000000000001,18.1
Layers of Fear,3,8.2,2.2,2.6,3.0,3.0,3.0
Robot Roller-Derby Disco Dodgeball,10,42.699999999999996,0.4,1.125,1.6,7.55,11.3
Murder Miners,5,7.6,0.4,0.6,1.9,2.1,2.6
Section 8 Prejudice,12,56.400000000000006,0.1,1.075,2.05,6.200000000000001,16.1
Sid Meier's Civilization IV Warlords,10,110.30000000000001,0.9,1.55,2.9,5.65,79.0
London 2012 The Official Video Game of the Olympic Games,2,37.099999999999994,17.4,17.974999999999998,18.549999999999997,19.125,19.7
Desktop Dungeons,3,87.9,3.8,11.450000000000001,19.1,42.05,65.0
The Escapists The Walking Dead,2,8.5,1.9,3.0749999999999997,4.25,5.424999999999999,6.6
Fahrenheit Indigo Prophecy Remastered,3,16.4,0.4,2.15,3.9,8.0,12.1
Pool Nation,10,35.199999999999996,0.4,0.7499999999999999,2.4,4.5249999999999995,12.0
TerraTech,6,88.89999999999999,0.5,0.7749999999999999,6.65,13.125,61.0
City of Heroes,1,7.6,7.6,7.6,7.6,7.6,7.6
I Am Alive,9,282.20000000000005,1.0,1.3,4.3,7.1,250.0
Serious Sam Classic The Second Encounter,6,6.800000000000001,0.2,0.22500000000000003,0.3,0.37500000000000006,5.4
Commandos Behind Enemy Lines,6,19.599999999999998,0.2,0.45,1.4,4.675000000000001,10.7
F1 2015,5,112.2,6.5,7.6,14.1,26.0,58.0
Epigenesis,5,8.0,0.2,0.5,1.2,1.3,4.8
Sacred Citadel,7,61.599999999999994,0.3,2.8000000000000003,6.4,13.65,22.0
Construction-Simulator 2015,12,333.59999999999997,0.4,4.050000000000001,21.05,43.0,95.0
Stronghold Legends,6,26.900000000000002,0.1,0.30000000000000004,0.7,1.0999999999999999,24.0
Dragon Age II,5,372.8,19.8,60.0,70.0,70.0,153.0
Majesty 2,5,163.10000000000002,9.8,10.3,37.0,50.0,56.0
Pirates of Black Cove,2,31.900000000000002,14.3,15.125000000000002,15.950000000000001,16.775000000000002,17.6
Brothers in Arms Hell's Highway,4,22.199999999999996,0.4,0.775,5.15,9.925,11.5
F1 2011,5,78.69999999999999,2.9,4.3,10.1,12.4,49.0
BeamNG.drive,18,123.3,0.3,1.4249999999999998,2.2,8.725,27.0
Zombie Driver,8,13.100000000000001,0.6,0.7750000000000001,1.15,1.825,4.4
Emergency 2014,2,7.5,0.7,2.2249999999999996,3.75,5.2749999999999995,6.8
Combat Arms,8,163.6,0.1,1.1749999999999998,5.6,35.0,70.0
Duck Game,7,125.39999999999999,0.1,5.85,10.6,30.0,43.0
Cubemen,8,19.499999999999996,0.1,0.9749999999999999,2.0,3.3,6.7
The Baconing,6,30.4,0.9,1.25,4.5,8.425,10.6
Pid ,15,25.299999999999994,0.2,0.2,0.6,1.85,10.5
X-Plane 10 Global - 64 Bit,4,1072.1,4.8,14.925,24.15,277.25,1019.0
Burgers,2,16.6,7.8,8.05,8.3,8.55,8.8
Grimoire Manastorm,7,16.2,0.1,1.65,3.0,3.1,3.6
Greyfox,4,26.8,1.0,2.2,3.1,7.6000000000000005,19.6
Bloons TD5,8,169.6,0.7,4.074999999999999,10.1,33.25,73.0
Echo of Soul,22,407.9,0.4,1.05,2.85,14.850000000000001,162.0
Gothic 3 Forsaken Gods Enhanced Edition,4,21.2,0.2,0.6500000000000001,4.6000000000000005,9.25,11.8
Return to Castle Wolfenstein,11,312.49999999999994,0.2,0.30000000000000004,1.4,12.4,204.0
Doctor Who The Eternity Clock,2,5.6,0.6,1.7,2.8,3.9,5.0
GameGuru,4,21.5,0.7,3.7749999999999995,6.0,7.6000000000000005,8.8
